#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520525738333448746,-0.2035972914,0.0205963517,0.6331569482,0.9959227202,0.0742187428,0.0213173678,-0.0466377892
1520525738341781746,-0.2020827848,0.0199426473,0.6330964957,0.9958918504,0.0749871276,0.0216110782,-0.0459272709
1520525738350115746,-0.2005614920,0.0188890488,0.6330925315,0.9960064683,0.0743219113,0.0216746477,-0.0444699709
1520525738358448746,-0.1991322585,0.0180577618,0.6330480394,0.9960571409,0.0739832673,0.0216341599,-0.0439159580
1520525738366781746,-0.1976397597,0.0171477072,0.6330308086,0.9960765687,0.0742284064,0.0221313041,-0.0427997482
1520525738375115746,-0.1962052231,0.0161888377,0.6329355107,0.9961274288,0.0741552643,0.0225877516,-0.0414841642
1520525738383448746,-0.1947499845,0.0151419784,0.6330702196,0.9961738255,0.0737908544,0.0228762961,-0.0408569985
1520525738391782746,-0.1933144596,0.0140904775,0.6330815189,0.9962083429,0.0735307840,0.0229925426,-0.0404166331
1520525738400115746,-0.1918669374,0.0129764053,0.6331711557,0.9962364877,0.0733860678,0.0231107889,-0.0399153746
1520525738408448746,-0.1904785300,0.0120215480,0.6331424024,0.9962253779,0.0737964877,0.0235303587,-0.0391841420
1520525738416782746,-0.1891343971,0.0109290087,0.6331574100,0.9962578951,0.0735294528,0.0238510851,-0.0386620195
1520525738425115746,-0.1877761428,0.0096344357,0.6332309423,0.9963337690,0.0728519110,0.0237592657,-0.0380409922
1520525738433448746,-0.1864399645,0.0084027426,0.6332875014,0.9963838022,0.0724173329,0.0239983648,-0.0374049069
1520525738441781746,-0.1850911624,0.0071541023,0.6333585097,0.9964357053,0.0719991228,0.0240918372,-0.0367640448
1520525738450115746,-0.1838522926,0.0059153740,0.6334244296,0.9964809998,0.0715050369,0.0241504827,-0.0364609515
1520525738458448746,-0.1826219804,0.0047333479,0.6334342503,0.9964832813,0.0715755101,0.0241813023,-0.0362392211
1520525738466781746,-0.1813859022,0.0034049365,0.6335316361,0.9965369423,0.0710482166,0.0238583763,-0.0360145999
1520525738475115746,-0.1801364823,0.0019476548,0.6337117784,0.9966260589,0.0700842441,0.0239031229,-0.0354025171
1520525738483448746,-0.1789373168,0.0005913562,0.6337699188,0.9966537207,0.0698824501,0.0237148815,-0.0351483786
1520525738491781746,-0.1777496432,-0.0008635024,0.6339311073,0.9966999939,0.0694238710,0.0236278758,-0.0348018935
1520525738500115746,-0.1766560663,-0.0022440246,0.6340131441,0.9967247559,0.0692558130,0.0237119933,-0.0343676417
1520525738508448746,-0.1755854291,-0.0036352262,0.6340985685,0.9967551192,0.0689030561,0.0238260392,-0.0341162861
1520525738516782746,-0.1745027879,-0.0051494633,0.6342186669,0.9968243373,0.0680457115,0.0238895877,-0.0337684660
1520525738525115746,-0.1734569158,-0.0065378858,0.6342292399,0.9968383282,0.0680441356,0.0239670153,-0.0333005286
1520525738533448746,-0.1723265962,-0.0081547881,0.6344115993,0.9968919676,0.0674707221,0.0235646918,-0.0331483321
1520525738541782746,-0.1711851440,-0.0096617768,0.6344872163,0.9969431360,0.0670773106,0.0232689122,-0.0326125074
1520525738550115746,-0.1700812360,-0.0111620903,0.6345427353,0.9969866842,0.0668289642,0.0230606855,-0.0319318931
1520525738558448746,-0.1690650142,-0.0126309481,0.6346618706,0.9970280892,0.0664052743,0.0230868961,-0.0315011758
1520525738566781746,-0.1679901856,-0.0141294179,0.6347440665,0.9970728107,0.0660687374,0.0230272713,-0.0308298035
1520525738575115746,-0.1669721117,-0.0155902684,0.6347272185,0.9971030291,0.0658923080,0.0229284681,-0.0302991497
1520525738583448746,-0.1658823288,-0.0170836247,0.6348535600,0.9971458917,0.0655660583,0.0226586551,-0.0297951019
1520525738591781746,-0.1647711934,-0.0186099970,0.6349374210,0.9972013863,0.0651103460,0.0222992828,-0.0292023977
1520525738600115746,-0.1636946020,-0.0201380281,0.6349890594,0.9972191446,0.0651821100,0.0221128354,-0.0285708347
1520525738608448746,-0.1626266365,-0.0216819609,0.6350957448,0.9972659325,0.0647846235,0.0219251200,-0.0279803782
1520525738616781746,-0.1616445041,-0.0231696025,0.6351300546,0.9972883217,0.0647934420,0.0216000311,-0.0274089760
1520525738625115746,-0.1606025908,-0.0246078272,0.6351416019,0.9973123800,0.0648182860,0.0214292182,-0.0265969011
1520525738633448746,-0.1596011339,-0.0260946678,0.6352319730,0.9973397926,0.0647058286,0.0210566909,-0.0261363654
1520525738641782746,-0.1585065117,-0.0276728666,0.6353622339,0.9973851943,0.0644359263,0.0204544712,-0.0255421244
1520525738650115746,-0.1574863654,-0.0291499986,0.6354561091,0.9974081421,0.0643197971,0.0203674411,-0.0250025813
1520525738658448746,-0.1565043012,-0.0306384069,0.6355218069,0.9974262097,0.0642392765,0.0199964009,-0.0247874045
1520525738666782746,-0.1555391509,-0.0320921960,0.6355557468,0.9974495385,0.0640558110,0.0198626290,-0.0244284103
1520525738675115746,-0.1546024514,-0.0335648132,0.6357826134,0.9974636843,0.0638984387,0.0196701819,-0.0244186798
1520525738683448746,-0.1535745646,-0.0350651832,0.6358665291,0.9974832388,0.0637669799,0.0192473356,-0.0243002182
1520525738691781746,-0.1526080856,-0.0365531564,0.6360264194,0.9975278499,0.0632386366,0.0190123033,-0.0240332232
1520525738700115746,-0.1516961601,-0.0379893675,0.6361565625,0.9975696365,0.0627096025,0.0187598989,-0.0238828866
1520525738708448746,-0.1507330815,-0.0394944716,0.6363270630,0.9975859174,0.0625631329,0.0185315745,-0.0237649457
1520525738716781746,-0.1498437637,-0.0409826828,0.6364727798,0.9976173059,0.0621989796,0.0182599936,-0.0236129298
1520525738725115746,-0.1488948947,-0.0425192839,0.6366531963,0.9976479466,0.0617764861,0.0176134837,-0.0239166386
1520525738733448746,-0.1479734654,-0.0440079677,0.6368562253,0.9976914030,0.0611512748,0.0171620210,-0.0240385331
1520525738741781746,-0.1471403313,-0.0453716219,0.6369489501,0.9976981362,0.0610880730,0.0172173888,-0.0238796547
1520525738750115746,-0.1462685722,-0.0468805327,0.6372039192,0.9977522216,0.0602036780,0.0166810892,-0.0242438196
1520525738758448746,-0.1454811028,-0.0483702333,0.6374104219,0.9977663314,0.0598782201,0.0165796873,-0.0245369243
1520525738766782746,-0.1445979568,-0.0498230041,0.6375733418,0.9978107783,0.0593277737,0.0159734434,-0.0244686543
1520525738775115746,-0.1437808554,-0.0512627290,0.6377072734,0.9978272572,0.0591009381,0.0160146461,-0.0243182039
1520525738783448746,-0.1429326906,-0.0527351115,0.6379493687,0.9978519820,0.0586979441,0.0154135111,-0.0246657057
1520525738791782746,-0.1421787997,-0.0541482808,0.6381889222,0.9978871610,0.0580848867,0.0153377560,-0.0247409202
1520525738800115746,-0.1413191542,-0.0556185109,0.6383629654,0.9979207960,0.0576715489,0.0151528048,-0.0244636457
1520525738808448746,-0.1405456809,-0.0570813640,0.6386111408,0.9979511735,0.0571456294,0.0150381586,-0.0245292924
1520525738816781746,-0.1397064099,-0.0585305594,0.6388680094,0.9979577641,0.0571029774,0.0147915632,-0.0245104214
1520525738825115746,-0.1389829757,-0.0599939766,0.6391244740,0.9979922862,0.0565174837,0.0146384212,-0.0245537660
1520525738833448746,-0.1381427960,-0.0615089331,0.6394028844,0.9980401265,0.0558170427,0.0147013959,-0.0241709041
1520525738841781746,-0.1374084202,-0.0629053382,0.6395757655,0.9980658586,0.0554930697,0.0145409131,-0.0239504266
1520525738850115746,-0.1365777109,-0.0644585763,0.6398526049,0.9980882831,0.0552209424,0.0143897350,-0.0237352517
1520525738858448746,-0.1358301465,-0.0659246442,0.6400621140,0.9981203079,0.0548080786,0.0143727853,-0.0233526979
1520525738866781746,-0.1350482643,-0.0674737746,0.6403253860,0.9981782735,0.0539976338,0.0144044666,-0.0227354620
1520525738875115746,-0.1343420252,-0.0690096153,0.6405785037,0.9982032470,0.0535183987,0.0142801941,-0.0228502674
1520525738883448746,-0.1336205425,-0.0704607414,0.6407257187,0.9982234163,0.0532912783,0.0145160655,-0.0223457951
1520525738891782746,-0.1328815105,-0.0720232975,0.6409797881,0.9982402998,0.0530081625,0.0148629281,-0.0220347871
1520525738900115746,-0.1321715617,-0.0736179408,0.6411526177,0.9982758239,0.0524437932,0.0150630046,-0.0216364024
1520525738908448746,-0.1314881157,-0.0751423239,0.6413223859,0.9983005532,0.0520357735,0.0154459936,-0.0212062488
1520525738916782746,-0.1307997176,-0.0766209357,0.6414382434,0.9983163936,0.0518365970,0.0158145974,-0.0206698833
1520525738925115746,-0.1301280869,-0.0781661062,0.6415430087,0.9983178097,0.0518010833,0.0159003850,-0.0206246523
1520525738933448746,-0.1294600086,-0.0797182670,0.6416798964,0.9983388717,0.0514480110,0.0162604896,-0.0202038590
1520525738941781746,-0.1288040757,-0.0812983755,0.6417754048,0.9983440256,0.0513106056,0.0167225267,-0.0199194731
1520525738950115746,-0.1281351009,-0.0828213229,0.6418316922,0.9983593161,0.0511112488,0.0168992642,-0.0195123326
1520525738958448746,-0.1274887467,-0.0843896376,0.6418183737,0.9983325993,0.0516033334,0.0173242184,-0.0192090787
1520525738966781746,-0.1267791381,-0.0859476388,0.6418482822,0.9983478799,0.0514510426,0.0176214283,-0.0185414730
1520525738975115746,-0.1262170036,-0.0875443328,0.6418273392,0.9983181617,0.0519362004,0.0178331337,-0.0185865114
1520525738983448746,-0.1255677400,-0.0891127242,0.6417822637,0.9982876908,0.0525786728,0.0180449027,-0.0182085427
1520525738991781746,-0.1249703188,-0.0906697610,0.6417424676,0.9982722003,0.0529281971,0.0181542901,-0.0179343759
1520525739000115746,-0.1244053175,-0.0922344651,0.6417079495,0.9982539562,0.0532749300,0.0183005993,-0.0177738237
1520525739008448746,-0.1238304291,-0.0938164522,0.6416322227,0.9982186937,0.0539027031,0.0188691485,-0.0172595892
1520525739016782746,-0.1232287886,-0.0954491132,0.6416041652,0.9981900855,0.0545233118,0.0185399932,-0.0173213818
1520525739025115746,-0.1226727805,-0.0970372078,0.6415361970,0.9981610791,0.0551129185,0.0186981001,-0.0169530925
1520525739033448746,-0.1221665729,-0.0986269615,0.6415219975,0.9981286358,0.0556926921,0.0187233396,-0.0169406915
1520525739041782746,-0.1217040940,-0.1002097504,0.6414807099,0.9980968137,0.0561796798,0.0193377485,-0.0165119843
1520525739050115746,-0.1211275308,-0.1018176038,0.6415759624,0.9980926063,0.0563408860,0.0190254742,-0.0165796588
1520525739058448746,-0.1207031250,-0.1034532877,0.6415351067,0.9980678155,0.0567307268,0.0190860930,-0.0166727730
1520525739066781746,-0.1202613341,-0.1049832699,0.6415093036,0.9980507790,0.0570131307,0.0191730702,-0.0166294573
1520525739075115746,-0.1197703015,-0.1066587558,0.6415874298,0.9980426356,0.0571079082,0.0192992338,-0.0166470413
1520525739083448746,-0.1192398759,-0.1082672118,0.6416393132,0.9980496117,0.0571346427,0.0187995110,-0.0167087861
1520525739091781746,-0.1187897345,-0.1098652852,0.6417403473,0.9980479118,0.0571644949,0.0188300452,-0.0166738002
1520525739100115746,-0.1183210756,-0.1115404607,0.6418656177,0.9980663851,0.0568943104,0.0186381761,-0.0167076832
1520525739108448746,-0.1177632877,-0.1130862800,0.6419954245,0.9980963167,0.0565296173,0.0182272586,-0.0166105984
1520525739116781746,-0.1173790194,-0.1146886058,0.6420575530,0.9981019729,0.0564527626,0.0180538260,-0.0167211454
1520525739125115746,-0.1169681054,-0.1163354401,0.6422702992,0.9981427662,0.0557480839,0.0177458635,-0.0169780358
1520525739133448746,-0.1165544128,-0.1178567465,0.6423576049,0.9981582501,0.0554895860,0.0176934701,-0.0169692305
1520525739141782746,-0.1160545892,-0.1195012511,0.6424919500,0.9981740003,0.0552870742,0.0172790154,-0.0171300960
1520525739150115746,-0.1156450552,-0.1210500896,0.6426694157,0.9982171673,0.0545582834,0.0171365495,-0.0170944253
1520525739158448746,-0.1152110609,-0.1226312532,0.6428095785,0.9982411854,0.0540896094,0.0174469123,-0.0168657980
1520525739166782746,-0.1146578665,-0.1242152391,0.6430058048,0.9982769166,0.0534942583,0.0172900054,-0.0168112381
1520525739175115746,-0.1143061909,-0.1257493523,0.6431226999,0.9983059874,0.0529625344,0.0171778910,-0.0168832905
1520525739183448746,-0.1139143440,-0.1273049379,0.6432703337,0.9983145980,0.0527161104,0.0176963459,-0.0166076652
1520525739191781746,-0.1134624336,-0.1287842649,0.6433599212,0.9983385479,0.0522614644,0.0176647036,-0.0166385490
1520525739200115746,-0.1130275931,-0.1303633757,0.6434590104,0.9983502479,0.0520592552,0.0179459401,-0.0162652904
1520525739208448746,-0.1126033677,-0.1318119589,0.6435042885,0.9983766881,0.0515405174,0.0181133885,-0.0161080394
1520525739216781746,-0.1122077901,-0.1333738632,0.6435655676,0.9983659931,0.0518028100,0.0181240609,-0.0159163760
1520525739225115746,-0.1118086367,-0.1348778676,0.6436933507,0.9983794450,0.0515021814,0.0184827393,-0.0156332149
1520525739233448746,-0.1114007981,-0.1364171574,0.6436771210,0.9984069052,0.0510489172,0.0185790963,-0.0152471933
1520525739241781746,-0.1108673780,-0.1378987128,0.6436541338,0.9984081711,0.0512143002,0.0183146452,-0.0149262553
1520525739250115746,-0.1105079082,-0.1393911140,0.6436716973,0.9983988630,0.0514430132,0.0184382967,-0.0146067094
1520525739258448746,-0.1100693625,-0.1408473033,0.6436444098,0.9983929321,0.0515558124,0.0187235448,-0.0142471149
1520525739266782746,-0.1096792341,-0.1422657323,0.6436204928,0.9983908769,0.0516681718,0.0188254885,-0.0138440586
1520525739275115746,-0.1091693768,-0.1436705572,0.6435741429,0.9984059973,0.0514161414,0.0190373238,-0.0133949681
1520525739283448746,-0.1087132357,-0.1450892229,0.6434863224,0.9983699703,0.0520431119,0.0193012376,-0.0132807774
1520525739291782746,-0.1082692455,-0.1464142500,0.6434270620,0.9983701989,0.0520265808,0.0196727970,-0.0127734805
1520525739300115746,-0.1078088011,-0.1478062859,0.6432497089,0.9983408037,0.0524806036,0.0201955622,-0.0123921425
1520525739308448746,-0.1074160659,-0.1491976105,0.6431575620,0.9983266055,0.0527048270,0.0202034320,-0.0125702541
1520525739316781746,-0.1069213425,-0.1505113171,0.6430124409,0.9983148472,0.0527918997,0.0208314891,-0.0121049677
1520525739325115746,-0.1064471759,-0.1518839689,0.6429127982,0.9982976998,0.0530170791,0.0211810904,-0.0119270022
1520525739333448746,-0.1060077672,-0.1531847865,0.6427189151,0.9982833303,0.0532212387,0.0214795795,-0.0116841697
1520525739341781746,-0.1055503023,-0.1545432849,0.6425612765,0.9982586196,0.0536084398,0.0215297189,-0.0119304145
1520525739350115746,-0.1050443202,-0.1559293581,0.6425154944,0.9982947099,0.0529821872,0.0215538679,-0.0116615084
1520525739358448746,-0.1046151506,-0.1572520205,0.6423292768,0.9982827034,0.0531553665,0.0215981212,-0.0118183047
1520525739366781746,-0.1040747940,-0.1585362407,0.6421802876,0.9982812832,0.0531622876,0.0217021796,-0.0117160619
1520525739375115746,-0.1035847158,-0.1599079655,0.6420408892,0.9982919844,0.0527838699,0.0221701107,-0.0116388660
1520525739383448746,-0.1031506521,-0.1612310537,0.6418713449,0.9982910247,0.0528219360,0.0220798671,-0.0117197481
1520525739391782746,-0.1027152745,-0.1625807920,0.6416939246,0.9982946862,0.0527497759,0.0218940049,-0.0120761456
1520525739400115746,-0.1022505448,-0.1638402107,0.6415148691,0.9983073457,0.0524414281,0.0222886784,-0.0116428113
1520525739408448746,-0.1018183641,-0.1651692233,0.6414270798,0.9983330183,0.0520181190,0.0219348277,-0.0120068007
1520525739416782746,-0.1012694191,-0.1664537474,0.6411760490,0.9983314545,0.0520219050,0.0221132750,-0.0117911582
1520525739425115746,-0.1009292600,-0.1677623807,0.6410556213,0.9983285190,0.0520921332,0.0218932395,-0.0121352355
1520525739433448746,-0.1005698759,-0.1690049943,0.6408149442,0.9983321518,0.0520105550,0.0219062188,-0.0121628310
1520525739441781746,-0.1000858234,-0.1702944897,0.6406704380,0.9983511907,0.0517515946,0.0217778709,-0.0119330176
1520525739450115746,-0.0996447552,-0.1715561372,0.6404803591,0.9983394847,0.0519313818,0.0220229859,-0.0116787380
1520525739458448746,-0.0991753599,-0.1728048328,0.6402623784,0.9983412013,0.0520681026,0.0216961287,-0.0115341449
1520525739466781746,-0.0988295411,-0.1740383877,0.6400832315,0.9983503612,0.0518978474,0.0218706621,-0.0111733588
1520525739475115746,-0.0984369638,-0.1753634266,0.6399915832,0.9983591819,0.0518173380,0.0216701599,-0.0111495055
1520525739483448746,-0.0980204268,-0.1765658412,0.6397492812,0.9983374648,0.0523200129,0.0217062620,-0.0106658703
1520525739491781746,-0.0976882064,-0.1778172226,0.6395553764,0.9983366696,0.0523788780,0.0216718126,-0.0105204474
1520525739500115746,-0.0971994211,-0.1791087927,0.6394481468,0.9983443512,0.0522235920,0.0218957322,-0.0100910758
1520525739508448746,-0.0968134466,-0.1803131300,0.6392618687,0.9983389408,0.0524472399,0.0217311329,-0.0098185627
1520525739516782746,-0.0964830542,-0.1816320991,0.6391277928,0.9983462341,0.0523199541,0.0218165674,-0.0095633015
1520525739525115746,-0.0960498964,-0.1828658173,0.6388820498,0.9983204310,0.0527637572,0.0222354423,-0.0088254242
1520525739533448746,-0.0957096783,-0.1841831787,0.6387601879,0.9983427206,0.0524824730,0.0219062835,-0.0088043761
1520525739541782746,-0.0952736808,-0.1854407922,0.6386525562,0.9983525896,0.0523599248,0.0218398585,-0.0085770405
1520525739550115746,-0.0948693558,-0.1867122674,0.6384782684,0.9983282220,0.0528236143,0.0219182828,-0.0083675397
1520525739558448746,-0.0945224016,-0.1879151030,0.6381760344,0.9983054831,0.0531908028,0.0222424115,-0.0078851820
1520525739566781746,-0.0940180802,-0.1892233576,0.6379835984,0.9983112915,0.0531321072,0.0223303258,-0.0072733099
1520525739575115746,-0.0936720893,-0.1905253223,0.6378434918,0.9982990757,0.0532436002,0.0226506286,-0.0071430724
1520525739583448746,-0.0932539466,-0.1919655014,0.6378298933,0.9983563089,0.0523087174,0.0223261322,-0.0070726507
1520525739591781746,-0.0928557510,-0.1931802222,0.6376230955,0.9983617855,0.0522457513,0.0223195660,-0.0067796579
1520525739600115746,-0.0924618472,-0.1945161545,0.6374918411,0.9983573320,0.0521487266,0.0228859201,-0.0062755611
1520525739608448746,-0.0920135853,-0.1956767101,0.6371653875,0.9983207993,0.0529518047,0.0226845589,-0.0060908894
1520525739616781746,-0.0916279444,-0.1970056383,0.6370033842,0.9983233479,0.0528821816,0.0227685146,-0.0059634509
1520525739625115746,-0.0912694190,-0.1982805924,0.6368639005,0.9983203591,0.0530180879,0.0225632191,-0.0060369006
1520525739633448746,-0.0908741945,-0.1995855177,0.6367059214,0.9983130784,0.0531219424,0.0226770809,-0.0058997178
1520525739641782746,-0.0904281424,-0.2010115442,0.6366914144,0.9983594669,0.0523880428,0.0223681288,-0.0057909057
1520525739650115746,-0.0900283339,-0.2022696712,0.6364890445,0.9983573499,0.0523065220,0.0227542307,-0.0053735209
1520525739658448746,-0.0897434533,-0.2033274833,0.6360950875,0.9983046315,0.0533938903,0.0224795383,-0.0056236578
1520525739666782746,-0.0893617494,-0.2047831261,0.6362094861,0.9983523236,0.0525228907,0.0224272710,-0.0055678987
1520525739675115746,-0.0889923113,-0.2060322660,0.6360583425,0.9983447462,0.0526102720,0.0225862209,-0.0054579953
1520525739683448746,-0.0885716626,-0.2073262811,0.6360011553,0.9983760944,0.0521227702,0.0223633882,-0.0053169304
